id;ligne;X;Y;nom;ville
1758;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.39590574456544;48.8484657505532;Nation;PARIS-12EME
1995;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.39798013009568;48.8509782113622;Avron;PARIS-11EME
1978;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.3949898158233;48.8561744489676;Alexandre-Dumas;PARIS-11EME
1784;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.38938739145325;48.8583654720925;Philippe Auguste;PARIS-11EME
1741;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.38672181193918;48.8626131584417;Pere-Lachaise;PARIS-11EME
1754;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.38339427851543;48.8659488111593;Menilmontant;PARIS-11EME
1893;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.379868518699;48.8689698757764;Couronnes;PARIS-11EME
2004;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.37680560769084;48.8720416041714;Belleville;PARIS-19EME
1972;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.37014713779616;48.8779422921331;Colonel Fabien;PARIS-10EME
1861;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.37023181919226;48.8825437461168;Jaures;PARIS-19EME
1627;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.3670850145355;48.88430478953;Stalingrad;PARIS-19EME
1868;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.35849962591676;48.8839663987791;La Chapelle;PARIS-10EME
1999;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.34973719426844;48.8836207315381;Barbes-Rochechouart;PARIS-09EME
1984;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.34397282520569;48.8831322902739;Anvers;PARIS-18EME
1787;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.3376226051814;48.8824943850352;Pigalle;PARIS-18EME
2009;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.33166752315741;48.8836536085134;Blanche;PARIS-18EME
1790;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.32730682210246;48.8836233671973;Place de Clichy;PARIS-09EME
1670;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.32098414419979;48.8825292240735;Rome;PARIS-17EME
1654;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.31527055095629;48.8810543983372;Villiers;PARIS-17EME
1749;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.30896624223491;48.8806306676395;Monceau;PARIS-08EME
1892;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.30360515293852;48.8792362487704;Courcelles;PARIS-08EME
1635;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.29803071264819;48.8780661989513;Ternes;PARIS-17EME
1953;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.29576268465124;48.8744076036607;Charles de Gaulle-Etoile;PARIS-08EME
1648;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.28526726839526;48.8696716618644;Victor Hugo;PARIS-16EME
1714;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.2766480745793;48.8716448024995;Porte Dauphine (Marechal de Lattre de Tassigny);PARIS-16EME
